session_id,user_id,session_start,session_end,device_type,country,traffic_source,channel,is_bounce,is_returning_user,is_new_user,ab_variant,experiment_id
SES-000000031,USR-00001732,2025-01-01 08:16:39,2025-01-01 08:16:49.040602991,Mobile,AU,Paid Search,Paid Search,True,False,True,treatment,exp_checkout_streamline_v1
SES-000000032,USR-00021105,2025-01-01 08:16:54,2025-01-01 08:18:02.786526204,Desktop,CA,Social,Social,False,False,True,treatment,exp_checkout_streamline_v1
SES-000000033,USR-00010359,2025-01-01 08:18:07,2025-01-01 08:18:39.685552328,Tablet,US,Paid Search,Paid Search,True,False,True,treatment,exp_checkout_streamline_v1
SES-000000034,USR-00015344,2025-01-01 08:52:01,2025-01-01 08:52:16.223348385,Desktop,US,Organic Search,Organic Search,True,False,True,control,exp_checkout_streamline_v1
SES-000000035,USR-00001549,2025-01-01 09:55:42,2025-01-01 09:56:37.459155415,Tablet,US,Paid Search,Paid Search,False,False,True,control,exp_checkout_streamline_v1
SES-000000036,USR-00000779,2025-01-01 09:58:06,2025-01-01 09:58:40.368348810,Mobile,US,Paid Search,Paid Search,True,False,True,control,exp_checkout_streamline_v1
SES-000000037,USR-00019369,2025-01-01 10:01:27,2025-01-01 10:02:01.344629062,Desktop,FR,Organic Search,Organic Search,False,False,True,control,exp_checkout_streamline_v1
SES-000000038,USR-00013292,2025-01-01 10:17:43,2025-01-01 10:21:41.193318110,Desktop,US,Organic Search,Organic Search,False,False,True,control,exp_checkout_streamline_v1
SES-000000039,USR-00028082,2025-01-01 10:21:37,2025-01-01 10:22:37.444208075,Mobile,US,Email,Email,False,False,True,control,exp_checkout_streamline_v1
SES-000000040,USR-00017945,2025-01-01 10:24:33,2025-01-01 10:25:04.477960926,Tablet,AU,Organic Search,Organic Search,True,False,True,treatment,exp_checkout_streamline_v1
SES-000000041,USR-00027352,2025-01-01 10:35:25,2025-01-01 10:35:50.214938241,Mobile,UK,Direct,Direct,True,False,True,treatment,exp_checkout_streamline_v1
SES-000000042,USR-00014749,2025-01-01 10:38:25,2025-01-01 10:38:36.437059115,Tablet,AU,Social,Social,True,False,True,treatment,exp_checkout_streamline_v1
SES-000000043,USR-00006646,2025-01-01 10:39:51,2025-01-01 10:40:37.388845516,Desktop,US,Organic Search,Organic Search,False,False,True,control,exp_checkout_streamline_v1
SES-000000044,USR-00025628,2025-01-01 10:46:53,2025-01-01 10:47:56.578882425,Desktop,CA,Organic Search,Organic Search,False,False,True,treatment,exp_checkout_streamline_v1
SES-000000045,USR-00025096,2025-01-01 11:48:47,2025-01-01 11:49:39.543684918,Mobile,US,Organic Search,Organic Search,False,False,True,treatment,exp_checkout_streamline_v1
SES-000000046,USR-00003979,2025-01-01 11:59:19,2025-01-01 11:59:29.493320991,Mobile,US,Email,Email,True,False,True,control,exp_checkout_streamline_v1
SES-000000047,USR-00000700,2025-01-01 12:05:11,2025-01-01 12:05:54.370031540,Desktop,US,Email,Email,False,False,True,treatment,exp_checkout_streamline_v1
SES-000000048,USR-00022818,2025-01-01 12:17:40,2025-01-01 12:18:10.533068581,Desktop,DE,Social,Social,False,False,True,control,exp_checkout_streamline_v1
SES-000000049,USR-00027098,2025-01-01 12:30:26,2025-01-01 12:31:07.999119053,Mobile,FR,Organic Search,Organic Search,False,False,True,control,exp_checkout_streamline_v1
SES-000000050,USR-00001239,2025-01-01 12:48:38,2025-01-01 12:49:56.138227594,Mobile,US,Direct,Direct,False,False,True,control,exp_checkout_streamline_v1
SES-000000051,USR-00008387,2025-01-01 12:55:39,2025-01-01 12:55:52.410305682,Mobile,US,Social,Social,True,False,True,treatment,exp_checkout_streamline_v1
SES-000000052,USR-00000773,2025-01-01 13:05:31,2025-01-01 13:05:47.467367712,Desktop,CA,Organic Search,Organic Search,False,False,True,control,exp_checkout_streamline_v1
SES-000000053,USR-00018697,2025-01-01 13:23:04,2025-01-01 13:24:11.274770596,Tablet,UK,Paid Search,Paid Search,False,False,True,treatment,exp_checkout_streamline_v1
SES-000000054,USR-00010166,2025-01-01 14:46:14,2025-01-01 14:46:28.146767204,Mobile,US,Paid Search,Paid Search,True,False,True,control,exp_checkout_streamline_v1
SES-000000055,USR-00016441,2025-01-01 14:49:16,2025-01-01 14:49:38.186595626,Mobile,CA,Paid Search,Paid Search,True,False,True,control,exp_checkout_streamline_v1
SES-000000056,USR-00007036,2025-01-01 15:03:32,2025-01-01 15:04:40.373321103,Desktop,CA,Email,Email,False,False,True,treatment,exp_checkout_streamline_v1
SES-000000057,USR-00021173,2025-01-01 15:43:37,2025-01-01 15:43:56.669153517,Mobile,US,Paid Search,Paid Search,True,False,True,treatment,exp_checkout_streamline_v1
SES-000000058,USR-00024574,2025-01-01 15:51:29,2025-01-01 15:51:55.257740278,Mobile,US,Organic Search,Organic Search,True,False,True,treatment,exp_checkout_streamline_v1
SES-000000059,USR-00019590,2025-01-01 16:49:05,2025-01-01 16:49:32.681102052,Mobile,AU,Organic Search,Organic Search,True,False,True,treatment,exp_checkout_streamline_v1
SES-000000060,USR-00008119,2025-01-01 17:12:43,2025-01-01 17:13:10.170683456,Desktop,FR,Organic Search,Organic Search,True,False,True,control,exp_checkout_streamline_v1
SES-000000061,USR-00015304,2025-01-01 17:33:18,2025-01-01 17:33:40.378094283,Desktop,UK,Social,Social,True,False,True,control,exp_checkout_streamline_v1
SES-000000062,USR-00024314,2025-01-01 17:38:22,2025-01-01 17:38:59.488554554,Desktop,UK,Email,Email,False,False,True,control,exp_checkout_streamline_v1
SES-000000063,USR-00020152,2025-01-01 17:39:31,2025-01-01 17:39:45.054864829,Mobile,US,Social,Social,True,False,True,control,exp_checkout_streamline_v1
SES-000000064,USR-00028263,2025-01-01 17:42:20,2025-01-01 17:42:45.678824250,Desktop,US,Organic Search,Organic Search,True,False,True,control,exp_checkout_streamline_v1
SES-000000065,USR-00001286,2025-01-01 17:49:51,2025-01-01 17:50:24.358972049,Tablet,US,Direct,Direct,False,False,True,treatment,exp_checkout_streamline_v1
SES-000000066,USR-00025395,2025-01-01 17:55:26,2025-01-01 17:55:41.782336693,Mobile,CA,Organic Search,Organic Search,True,False,True,control,exp_checkout_streamline_v1
SES-000000067,USR-00006025,2025-01-01 18:31:09,2025-01-01 18:32:20.263897098,Desktop,US,Paid Search,Paid Search,False,False,True,control,exp_checkout_streamline_v1
SES-000000068,USR-00015871,2025-01-01 18:34:09,2025-01-01 18:34:16.091257154,Mobile,US,Email,Email,True,False,True,control,exp_checkout_streamline_v1
SES-000000069,USR-00011491,2025-01-01 18:36:29,2025-01-01 18:36:52.740003840,Desktop,UK,Social,Social,True,False,True,treatment,exp_checkout_streamline_v1
SES-000000070,USR-00012082,2025-01-01 18:57:10,2025-01-01 18:57:30.881337221,Mobile,US,Social,Social,True,False,True,control,exp_checkout_streamline_v1
SES-000000071,USR-00027773,2025-01-01 19:00:38,2025-01-01 19:00:58.465596093,Mobile,US,Social,Social,True,False,True,treatment,exp_checkout_streamline_v1
SES-000000072,USR-00006267,2025-01-01 19:08:44,2025-01-01 19:09:28.100280230,Desktop,FR,Paid Search,Paid Search,False,False,True,control,exp_checkout_streamline_v1
SES-000000073,USR-00017188,2025-01-01 19:09:09,2025-01-01 19:09:51.456936372,Mobile,UK,Organic Search,Organic Search,False,False,True,treatment,exp_checkout_streamline_v1
SES-000000074,USR-00014546,2025-01-01 20:11:04,2025-01-01 20:11:18.285202267,Mobile,US,Organic Search,Organic Search,True,False,True,control,exp_checkout_streamline_v1
SES-000000075,USR-00024851,2025-01-01 20:35:01,2025-01-01 20:35:18.641475232,Desktop,DE,Social,Social,True,False,True,control,exp_checkout_streamline_v1
SES-000000076,USR-00024099,2025-01-01 20:35:43,2025-01-01 20:36:18.681772751,Desktop,US,Paid Search,Paid Search,False,False,True,control,exp_checkout_streamline_v1
SES-000000077,USR-00004748,2025-01-01 21:11:19,2025-01-01 21:11:47.759614445,Desktop,US,Paid Search,Paid Search,True,False,True,control,exp_checkout_streamline_v1
SES-000000078,USR-00019693,2025-01-01 21:44:44,2025-01-01 21:44:57.073716569,Desktop,CA,Email,Email,True,False,True,treatment,exp_checkout_streamline_v1
SES-000000079,USR-00026063,2025-01-01 22:04:11,2025-01-01 22:04:19.733896843,Mobile,FR,Organic Search,Organic Search,True,False,True,treatment,exp_checkout_streamline_v1
SES-000000080,USR-00013233,2025-01-01 22:17:25,2025-01-01 22:18:00.551453458,Mobile,US,Direct,Direct,False,False,True,control,exp_checkout_streamline_v1
SES-000000081,USR-00012521,2025-01-01 22:32:29,2025-01-01 22:32:39.182197020,Desktop,UK,Organic Search,Organic Search,True,False,True,treatment,exp_checkout_streamline_v1
SES-000000082,USR-00010771,2025-01-01 22:34:44,2025-01-01 22:35:06.054029556,Mobile,US,Organic Search,Organic Search,True,False,True,control,exp_checkout_streamline_v1
SES-000000083,USR-00020703,2025-01-01 22:57:04,2025-01-01 22:57:18.203950493,Mobile,US,Email,Email,True,False,True,treatment,exp_checkout_streamline_v1
SES-000000084,USR-00014965,2025-01-01 23:11:07,2025-01-01 23:11:17.433318271,Desktop,DE,Paid Search,Paid Search,True,False,True,control,exp_checkout_streamline_v1
SES-000000085,USR-00019919,2025-01-01 23:26:59,2025-01-01 23:27:13.315959191,Mobile,CA,Organic Search,Organic Search,True,False,True,treatment,exp_checkout_streamline_v1
SES-000000086,USR-00007912,2025-01-01 23:34:50,2025-01-01 23:35:23.080455136,Mobile,CA,Referral,Referral,True,False,True,treatment,exp_checkout_streamline_v1
SES-000000087,USR-00003915,2025-01-01 23:37:47,2025-01-01 23:37:53.098380535,Desktop,CA,Referral,Referral,True,False,True,treatment,exp_checkout_streamline_v1
SES-000000088,USR-00028993,2025-01-01 23:41:49,2025-01-01 23:42:16.327941919,Mobile,FR,Paid Search,Paid Search,True,False,True,control,exp_checkout_streamline_v1
SES-000000089,USR-00001203,2025-01-02 00:04:25,2025-01-02 00:04:55.922273117,Mobile,FR,Social,Social,True,False,True,treatment,exp_checkout_streamline_v1
SES-000000090,USR-00013283,2025-01-02 00:27:14,2025-01-02 00:27:41.815476277,Mobile,CA,Referral,Referral,True,False,True,treatment,exp_checkout_streamline_v1
SES-000000091,USR-00003399,2025-01-02 00:31:04,2025-01-02 00:31:43.758372535,Mobile,US,Direct,Direct,False,False,True,control,exp_checkout_streamline_v1
SES-000000092,USR-00016769,2025-01-02 00:33:46,2025-01-02 00:34:06.963071964,Mobile,US,Organic Search,Organic Search,True,False,True,treatment,exp_checkout_streamline_v1
SES-000000093,USR-00002480,2025-01-02 00:34:19,2025-01-02 00:35:48.567544812,Mobile,UK,Organic Search,Organic Search,False,False,True,control,exp_checkout_streamline_v1
SES-000000094,USR-00001030,2025-01-02 00:57:12,2025-01-02 00:57:50.721091740,Mobile,US,Organic Search,Organic Search,False,False,True,control,exp_checkout_streamline_v1
SES-000000095,USR-00009645,2025-01-02 01:08:40,2025-01-02 01:09:10.448975717,Mobile,CA,Organic Search,Organic Search,True,False,True,control,exp_checkout_streamline_v1
SES-000000096,USR-00019751,2025-01-02 02:02:43,2025-01-02 02:04:02.788342626,Desktop,CA,Email,Email,False,False,True,treatment,exp_checkout_streamline_v1
SES-000000097,USR-00023012,2025-01-02 02:08:30,2025-01-02 02:08:50.376342200,Mobile,US,Social,Social,True,False,True,control,exp_checkout_streamline_v1
SES-000000098,USR-00019078,2025-01-02 02:29:18,2025-01-02 02:32:10.886879808,Mobile,US,Email,Email,False,False,True,treatment,exp_checkout_streamline_v1
SES-000000099,USR-00014206,2025-01-02 03:04:09,2025-01-02 03:04:14.131136297,Mobile,AU,Organic Search,Organic Search,True,False,True,treatment,exp_checkout_streamline_v1
SES-000000100,USR-00012449,2025-01-02 03:07:13,2025-01-02 03:07:30.700910354,Mobile,UK,Organic Search,Organic Search,True,False,True,control,exp_checkout_streamline_v1
SES-000000101,USR-00028157,2025-01-02 03:15:40,2025-01-02 03:15:51.067068039,Mobile,CA,Paid Search,Paid Search,True,False,True,treatment,exp_checkout_streamline_v1
SES-000000102,USR-00020707,2025-01-02 03:25:46,2025-01-02 03:25:52.386365600,Mobile,US,Referral,Referral,True,False,True,treatment,exp_checkout_streamline_v1
SES-000000103,USR-00016064,2025-01-02 03:32:29,2025-01-02 03:33:47.255162056,Mobile,UK,Direct,Direct,False,False,True,control,exp_checkout_streamline_v1
SES-000000104,USR-00023483,2025-01-02 03:36:06,2025-01-02 03:36:32.568121780,Mobile,CA,Social,Social,True,False,True,control,exp_checkout_streamline_v1
SES-000000105,USR-00005699,2025-01-02 04:05:02,2025-01-02 04:05:49.289253188,Tablet,FR,Organic Search,Organic Search,False,False,True,treatment,exp_checkout_streamline_v1
SES-000000106,USR-00006350,2025-01-02 04:09:37,2025-01-02 04:10:28.935980199,Desktop,US,Direct,Direct,False,False,True,control,exp_checkout_streamline_v1
SES-000000107,USR-00022280,2025-01-02 04:21:53,2025-01-02 04:22:21.270876832,Mobile,UK,Email,Email,False,False,True,control,exp_checkout_streamline_v1
SES-000000108,USR-00016260,2025-01-02 04:33:15,2025-01-02 04:35:43.723876430,Desktop,US,Paid Search,Paid Search,False,False,True,treatment,exp_checkout_streamline_v1
SES-000000109,USR-00025826,2025-01-02 04:41:09,2025-01-02 04:41:49.466339927,Mobile,CA,Direct,Direct,False,False,True,treatment,exp_checkout_streamline_v1
SES-000000110,USR-00020661,2025-01-02 04:41:34,2025-01-02 04:42:03.741990369,Mobile,US,Direct,Direct,True,False,True,treatment,exp_checkout_streamline_v1
SES-000000111,USR-00014767,2025-01-02 04:58:21,2025-01-02 04:58:29.501120660,Mobile,US,Organic Search,Organic Search,True,False,True,treatment,exp_checkout_streamline_v1
SES-000000112,USR-00009591,2025-01-02 05:04:12,2025-01-02 05:04:46.665252953,Desktop,UK,Direct,Direct,True,False,True,control,exp_checkout_streamline_v1
SES-000000113,USR-00022484,2025-01-02 05:14:17,2025-01-02 05:14:43.031861844,Mobile,FR,Paid Search,Paid Search,True,False,True,control,exp_checkout_streamline_v1
SES-000000114,USR-00014806,2025-01-02 05:45:54,2025-01-02 05:47:02.903681872,Desktop,US,Paid Search,Paid Search,False,False,True,treatment,exp_checkout_streamline_v1
SES-000000115,USR-00029922,2025-01-02 06:15:26,2025-01-02 06:15:52.276201861,Mobile,US,Referral,Referral,True,False,True,treatment,exp_checkout_streamline_v1
SES-000000116,USR-00004457,2025-01-02 06:15:29,2025-01-02 06:16:01.655221654,Desktop,US,Direct,Direct,False,False,True,control,exp_checkout_streamline_v1
SES-000000117,USR-00020129,2025-01-02 06:27:12,2025-01-02 06:27:19.923299639,Desktop,CA,Direct,Direct,True,False,True,control,exp_checkout_streamline_v1
SES-000000118,USR-00011594,2025-01-02 06:39:49,2025-01-02 06:40:15.070468797,Desktop,US,Direct,Direct,True,False,True,control,exp_checkout_streamline_v1
SES-000000119,USR-00026642,2025-01-02 06:41:02,2025-01-02 06:41:29.978460048,Mobile,CA,Organic Search,Organic Search,True,False,True,control,exp_checkout_streamline_v1
SES-000000120,USR-00016702,2025-01-02 06:47:35,2025-01-02 06:47:59.276999767,Mobile,US,Email,Email,True,False,True,treatment,exp_checkout_streamline_v1
SES-000000121,USR-00029138,2025-01-02 07:05:20,2025-01-02 07:05:36.718608979,Desktop,US,Organic Search,Organic Search,True,False,True,control,exp_checkout_streamline_v1
SES-000000122,USR-00006495,2025-01-02 07:12:16,2025-01-02 07:12:22.497358334,Desktop,DE,Email,Email,True,False,True,control,exp_checkout_streamline_v1
SES-000000123,USR-00000913,2025-01-02 07:18:26,2025-01-02 07:18:39.640841607,Mobile,CA,Direct,Direct,True,False,True,control,exp_checkout_streamline_v1
SES-000000124,USR-00017361,2025-01-02 07:34:52,2025-01-02 07:36:17.435305506,Mobile,US,Paid Search,Paid Search,False,False,True,control,exp_checkout_streamline_v1
SES-000000125,USR-00021677,2025-01-02 08:14:03,2025-01-02 08:14:27.302581987,Tablet,US,Organic Search,Organic Search,True,False,True,control,exp_checkout_streamline_v1
SES-000000126,USR-00024056,2025-01-02 08:22:58,2025-01-02 08:23:21.472981366,Mobile,US,Social,Social,True,False,True,treatment,exp_checkout_streamline_v1
SES-000000127,USR-00023779,2025-01-02 08:26:23,2025-01-02 08:26:33.406297692,Mobile,UK,Organic Search,Organic Search,True,False,True,treatment,exp_checkout_streamline_v1
SES-000000128,USR-00006488,2025-01-02 08:31:06,2025-01-02 08:31:31.872778920,Mobile,AU,Direct,Direct,True,False,True,control,exp_checkout_streamline_v1
SES-000000129,USR-00017952,2025-01-02 08:40:53,2025-01-02 08:41:00.339592757,Mobile,US,Social,Social,True,False,True,treatment,exp_checkout_streamline_v1
SES-000000130,USR-00029108,2025-01-02 09:12:00,2025-01-02 09:12:20.868977269,Tablet,US,Social,Social,True,False,True,control,exp_checkout_streamline_v1
SES-000000131,USR-00002523,2025-01-02 09:13:33,2025-01-02 09:14:06.208259234,Mobile,US,Social,Social,True,False,True,treatment,exp_checkout_streamline_v1
SES-000000132,USR-00027757,2025-01-02 09:15:12,2025-01-02 09:15:24.021267367,Mobile,US,Paid Search,Paid Search,True,False,True,control,exp_checkout_streamline_v1
SES-000000133,USR-00009635,2025-01-02 09:17:44,2025-01-02 09:17:55.235002054,Mobile,US,Direct,Direct,True,False,True,control,exp_checkout_streamline_v1
SES-000000134,USR-00012245,2025-01-02 09:22:28,2025-01-02 09:22:36.567904740,Desktop,CA,Organic Search,Organic Search,True,False,True,control,exp_checkout_streamline_v1
SES-000000135,USR-00005643,2025-01-02 09:45:26,2025-01-02 09:45:33.740388424,Desktop,FR,Organic Search,Organic Search,True,False,True,treatment,exp_checkout_streamline_v1
SES-000000136,USR-00000192,2025-01-02 09:47:34,2025-01-02 09:48:39.523350707,Mobile,FR,Direct,Direct,False,False,True,control,exp_checkout_streamline_v1
SES-000000137,USR-00008827,2025-01-02 09:50:56,2025-01-02 09:51:17.075687536,Mobile,US,Paid Search,Paid Search,False,False,True,control,exp_checkout_streamline_v1
SES-000000138,USR-00010430,2025-01-02 10:13:02,2025-01-02 10:14:00.058828303,Desktop,UK,Organic Search,Organic Search,False,False,True,control,exp_checkout_streamline_v1
SES-000000139,USR-00019169,2025-01-02 10:23:36,2025-01-02 10:23:52.137507666,Mobile,US,Organic Search,Organic Search,True,False,True,treatment,exp_checkout_streamline_v1
SES-000000140,USR-00009735,2025-01-02 10:24:15,2025-01-02 10:24:42.615962553,Desktop,DE,Organic Search,Organic Search,True,False,True,treatment,exp_checkout_streamline_v1
SES-000000141,USR-00023431,2025-01-02 10:25:56,2025-01-02 10:26:12.556425156,Mobile,CA,Paid Search,Paid Search,True,False,True,treatment,exp_checkout_streamline_v1
SES-000000142,USR-00005805,2025-01-02 10:32:46,2025-01-02 10:33:07.792391125,Desktop,US,Paid Search,Paid Search,True,False,True,control,exp_checkout_streamline_v1
SES-000000143,USR-00024285,2025-01-02 10:35:32,2025-01-02 10:36:33.864918733,Desktop,CA,Email,Email,False,False,True,control,exp_checkout_streamline_v1
SES-000000144,USR-00025333,2025-01-02 10:55:03,2025-01-02 10:56:32.643829228,Desktop,UK,Organic Search,Organic Search,False,False,True,treatment,exp_checkout_streamline_v1
SES-000000145,USR-00000585,2025-01-02 11:03:37,2025-01-02 11:04:42.762006176,Desktop,CA,Paid Search,Paid Search,False,False,True,control,exp_checkout_streamline_v1
SES-000000146,USR-00005342,2025-01-02 11:17:29,2025-01-02 11:17:57.740539394,Tablet,CA,Paid Search,Paid Search,False,False,True,treatment,exp_checkout_streamline_v1
SES-000000147,USR-00005514,2025-01-02 11:54:48,2025-01-02 11:55:43.887102243,Mobile,US,Social,Social,False,False,True,control,exp_checkout_streamline_v1
SES-000000148,USR-00001917,2025-01-02 11:57:08,2025-01-02 11:57:33.766929591,Mobile,US,Social,Social,True,False,True,treatment,exp_checkout_streamline_v1
SES-000000149,USR-00025396,2025-01-02 12:09:10,2025-01-02 12:09:46.469457784,Mobile,US,Direct,Direct,False,False,True,control,exp_checkout_streamline_v1
SES-000000150,USR-00000528,2025-01-02 12:29:13,2025-01-02 12:29:57.503452518,Mobile,US,Organic Search,Organic Search,False,False,True,control,exp_checkout_streamline_v1
SES-000000151,USR-00002078,2025-01-02 12:33:36,2025-01-02 12:34:15.543548795,Mobile,US,Direct,Direct,False,False,True,control,exp_checkout_streamline_v1
SES-000000152,USR-00000841,2025-01-02 12:46:59,2025-01-02 12:47:27.410500261,Desktop,US,Organic Search,Organic Search,True,False,True,treatment,exp_checkout_streamline_v1
SES-000000153,USR-00015132,2025-01-02 12:51:01,2025-01-02 12:51:46.621205541,Mobile,US,Paid Search,Paid Search,False,False,True,treatment,exp_checkout_streamline_v1
SES-000000154,USR-00003886,2025-01-02 13:49:43,2025-01-02 13:50:08.087688475,Mobile,UK,Social,Social,False,False,True,control,exp_checkout_streamline_v1
SES-000000155,USR-00000065,2025-01-02 14:05:43,2025-01-02 14:06:42.703115640,Desktop,US,Direct,Direct,False,False,True,control,exp_checkout_streamline_v1
SES-000000156,USR-00021899,2025-01-02 14:10:56,2025-01-02 14:11:18.986446619,Desktop,US,Organic Search,Organic Search,True,False,True,treatment,exp_checkout_streamline_v1
SES-000000157,USR-00022893,2025-01-02 14:18:09,2025-01-02 14:18:15.685411812,Mobile,CA,Referral,Referral,True,False,True,treatment,exp_checkout_streamline_v1
SES-000000158,USR-00018736,2025-01-02 14:21:40,2025-01-02 14:22:07.652495010,Desktop,US,Organic Search,Organic Search,True,False,True,treatment,exp_checkout_streamline_v1
SES-000000159,USR-00004584,2025-01-02 14:31:37,2025-01-02 14:32:05.167433394,Mobile,AU,Paid Search,Paid Search,True,False,True,treatment,exp_checkout_streamline_v1
SES-000000160,USR-00005361,2025-01-02 14:39:10,2025-01-02 14:39:43.035384654,Mobile,DE,Paid Search,Paid Search,True,False,True,treatment,exp_checkout_streamline_v1
SES-000000161,USR-00021519,2025-01-02 14:54:53,2025-01-02 14:55:06.048831145,Desktop,CA,Social,Social,True,False,True,treatment,exp_checkout_streamline_v1
SES-000000162,USR-00014771,2025-01-02 15:19:31,2025-01-02 15:20:05.968528651,Desktop,US,Paid Search,Paid Search,True,False,True,control,exp_checkout_streamline_v1
SES-000000163,USR-00007017,2025-01-02 15:25:18,2025-01-02 15:25:44.323893032,Mobile,US,Social,Social,False,False,True,treatment,exp_checkout_streamline_v1
SES-000000164,USR-00013252,2025-01-02 16:01:50,2025-01-02 16:02:18.555935162,Desktop,US,Organic Search,Organic Search,False,False,True,treatment,exp_checkout_streamline_v1
SES-000000165,USR-00008662,2025-01-02 16:07:57,2025-01-02 16:08:11.978777686,Tablet,UK,Paid Search,Paid Search,True,False,True,treatment,exp_checkout_streamline_v1
