user_id,cohort_month,activity_month,month_number,month_offset,customer_segment,country,acquisition_channel,signup_cohort_month,monthly_orders,orders_in_month,monthly_revenue,revenue_in_month,monthly_gross_profit,is_retained,is_active,cumulative_orders,cumulative_revenue,cumulative_gross_profit
USR-00002361,2025-06-01 00:00:00,2025-06-01 00:00:00,0,0,Regular,CA,Organic Search,2025-06-01 00:00:00,1,1,557.460,557.460,212.140,1,1,1,557.460,212.140
USR-00002446,2025-09-01 00:00:00,2025-09-01 00:00:00,0,0,VIP,US,Organic Search,2025-09-01 00:00:00,2,2,674.130,674.130,306.320,1,1,2,674.130,306.320
USR-00002446,2025-09-01 00:00:00,2025-12-01 00:00:00,3,3,VIP,US,Organic Search,2025-09-01 00:00:00,1,1,368.730,368.730,175.920,1,1,3,1042.860,482.240
USR-00002455,2025-07-01 00:00:00,2025-07-01 00:00:00,0,0,VIP,US,Paid Search,2025-05-01 00:00:00,1,1,581.090,581.090,270.180,1,1,1,581.090,270.180
USR-00002487,2025-12-01 00:00:00,2025-12-01 00:00:00,0,0,Regular,US,Organic Search,2025-09-01 00:00:00,1,1,86.580,86.580,53.870,1,1,1,86.580,53.870
USR-00002559,2025-11-01 00:00:00,2025-11-01 00:00:00,0,0,VIP,US,Social,2025-11-01 00:00:00,2,2,296.150,296.150,132.220,1,1,2,296.150,132.220
USR-00002559,2025-11-01 00:00:00,2025-12-01 00:00:00,1,1,VIP,US,Social,2025-11-01 00:00:00,1,1,733.570,733.570,362.200,1,1,3,1029.720,494.420
USR-00002798,2025-11-01 00:00:00,2025-11-01 00:00:00,0,0,VIP,CA,Paid Search,2025-01-01 00:00:00,1,1,37.160,37.160,17.790,1,1,1,37.160,17.790
USR-00002842,2025-11-01 00:00:00,2025-11-01 00:00:00,0,0,VIP,US,Paid Search,2025-10-01 00:00:00,3,3,533.510,533.510,255.360,1,1,3,533.510,255.360
USR-00002842,2025-11-01 00:00:00,2025-12-01 00:00:00,1,1,VIP,US,Paid Search,2025-10-01 00:00:00,1,1,77.100,77.100,35.020,1,1,4,610.610,290.380
USR-00002851,2025-12-01 00:00:00,2025-12-01 00:00:00,0,0,Regular,US,Social,2025-02-01 00:00:00,1,1,231.630,231.630,122.440,1,1,1,231.630,122.440
USR-00002861,2025-11-01 00:00:00,2025-11-01 00:00:00,0,0,Regular,CA,Email,2025-09-01 00:00:00,1,1,116.360,116.360,62.440,1,1,1,116.360,62.440
USR-00002917,2025-12-01 00:00:00,2025-12-01 00:00:00,0,0,Regular,US,Referral,2025-03-01 00:00:00,1,1,390.200,390.200,188.420,1,1,1,390.200,188.420
USR-00002926,2025-07-01 00:00:00,2025-07-01 00:00:00,0,0,VIP,US,Direct,2025-06-01 00:00:00,1,1,169.510,169.510,80.950,1,1,1,169.510,80.950
USR-00002926,2025-07-01 00:00:00,2025-08-01 00:00:00,1,1,VIP,US,Direct,2025-06-01 00:00:00,1,1,264.990,264.990,124.770,1,1,2,434.500,205.720
USR-00002926,2025-07-01 00:00:00,2025-11-01 00:00:00,4,4,VIP,US,Direct,2025-06-01 00:00:00,1,1,47.380,47.380,24.950,1,1,3,481.880,230.670
USR-00002926,2025-07-01 00:00:00,2025-12-01 00:00:00,5,5,VIP,US,Direct,2025-06-01 00:00:00,1,1,98.390,98.390,61.950,1,1,4,580.270,292.620
USR-00002934,2025-11-01 00:00:00,2025-11-01 00:00:00,0,0,VIP,CA,Referral,2025-11-01 00:00:00,1,1,112.030,112.030,68.690,1,1,1,112.030,68.690
USR-00002980,2025-05-01 00:00:00,2025-05-01 00:00:00,0,0,VIP,CA,Organic Search,2025-05-01 00:00:00,1,1,46.900,46.900,26.810,1,1,1,46.900,26.810
USR-00002980,2025-05-01 00:00:00,2025-11-01 00:00:00,6,6,VIP,CA,Organic Search,2025-05-01 00:00:00,1,1,37.160,37.160,13.850,1,1,2,84.060,40.660
USR-00002995,2025-12-01 00:00:00,2025-12-01 00:00:00,0,0,Regular,AU,Paid Search,2025-06-01 00:00:00,1,1,36.290,36.290,16.480,1,1,1,36.290,16.480
USR-00003081,2025-11-01 00:00:00,2025-11-01 00:00:00,0,0,Regular,UK,Social,2025-03-01 00:00:00,1,1,365.870,365.870,137.630,1,1,1,365.870,137.630
USR-00003175,2025-09-01 00:00:00,2025-09-01 00:00:00,0,0,VIP,US,Organic Search,2025-01-01 00:00:00,1,1,403.320,403.320,170.560,1,1,1,403.320,170.560
USR-00003233,2025-08-01 00:00:00,2025-08-01 00:00:00,0,0,Regular,US,Direct,2025-02-01 00:00:00,1,1,30.880,30.880,14.720,1,1,1,30.880,14.720
USR-00003375,2025-12-01 00:00:00,2025-12-01 00:00:00,0,0,Regular,US,Organic Search,2025-03-01 00:00:00,1,1,368.040,368.040,131.020,1,1,1,368.040,131.020
USR-00003402,2025-11-01 00:00:00,2025-11-01 00:00:00,0,0,Regular,UK,Paid Search,2025-11-01 00:00:00,1,1,647.290,647.290,300.320,1,1,1,647.290,300.320
USR-00003410,2025-11-01 00:00:00,2025-11-01 00:00:00,0,0,VIP,AU,Referral,2025-10-01 00:00:00,1,1,97.400,97.400,58.940,1,1,1,97.400,58.940
USR-00003410,2025-11-01 00:00:00,2025-12-01 00:00:00,1,1,VIP,AU,Referral,2025-10-01 00:00:00,1,1,149.050,149.050,83.490,1,1,2,246.450,142.430
USR-00003453,2025-12-01 00:00:00,2025-12-01 00:00:00,0,0,VIP,US,Paid Search,2025-08-01 00:00:00,2,2,91.850,91.850,45.880,1,1,2,91.850,45.880
USR-00003460,2025-10-01 00:00:00,2025-10-01 00:00:00,0,0,Regular,CA,Paid Search,2025-03-01 00:00:00,1,1,379.410,379.410,137.880,1,1,1,379.410,137.880
USR-00003481,2025-10-01 00:00:00,2025-10-01 00:00:00,0,0,VIP,UK,Organic Search,2025-08-01 00:00:00,2,2,149.170,149.170,90.150,1,1,2,149.170,90.150
USR-00003647,2025-12-01 00:00:00,2025-12-01 00:00:00,0,0,Regular,US,Direct,2025-08-01 00:00:00,1,1,60.100,60.100,29.470,1,1,1,60.100,29.470
USR-00003718,2025-10-01 00:00:00,2025-10-01 00:00:00,0,0,VIP,US,Organic Search,2025-10-01 00:00:00,1,1,110.570,110.570,60.960,1,1,1,110.570,60.960
USR-00003718,2025-10-01 00:00:00,2025-11-01 00:00:00,1,1,VIP,US,Organic Search,2025-10-01 00:00:00,2,2,411.090,411.090,210.040,1,1,3,521.660,271.000
USR-00003718,2025-10-01 00:00:00,2025-12-01 00:00:00,2,2,VIP,US,Organic Search,2025-10-01 00:00:00,1,1,301.500,301.500,179.880,1,1,4,823.160,450.880
USR-00003736,2025-04-01 00:00:00,2025-04-01 00:00:00,0,0,VIP,UK,Paid Search,2025-03-01 00:00:00,1,1,147.590,147.590,83.280,1,1,1,147.590,83.280
USR-00003736,2025-04-01 00:00:00,2025-06-01 00:00:00,2,2,VIP,UK,Paid Search,2025-03-01 00:00:00,1,1,48.850,48.850,19.890,1,1,2,196.440,103.170
USR-00003736,2025-04-01 00:00:00,2025-12-01 00:00:00,8,8,VIP,UK,Paid Search,2025-03-01 00:00:00,3,3,645.070,645.070,264.270,1,1,5,841.510,367.440
USR-00003970,2025-09-01 00:00:00,2025-09-01 00:00:00,0,0,VIP,UK,Organic Search,2025-02-01 00:00:00,1,1,116.400,116.400,68.070,1,1,1,116.400,68.070
USR-00004021,2025-11-01 00:00:00,2025-11-01 00:00:00,0,0,Regular,US,Paid Search,2025-09-01 00:00:00,1,1,74.180,74.180,37.480,1,1,1,74.180,37.480
USR-00004095,2025-12-01 00:00:00,2025-12-01 00:00:00,0,0,Regular,US,Organic Search,2025-10-01 00:00:00,1,1,102.830,102.830,53.080,1,1,1,102.830,53.080
USR-00004235,2025-09-01 00:00:00,2025-09-01 00:00:00,0,0,VIP,AU,Email,2025-06-01 00:00:00,1,1,105.200,105.200,67.610,1,1,1,105.200,67.610
USR-00004235,2025-09-01 00:00:00,2025-10-01 00:00:00,1,1,VIP,AU,Email,2025-06-01 00:00:00,1,1,241.590,241.590,125.970,1,1,2,346.790,193.580
USR-00004251,2025-03-01 00:00:00,2025-03-01 00:00:00,0,0,Regular,DE,Direct,2025-03-01 00:00:00,1,1,233.420,233.420,121.920,1,1,1,233.420,121.920
USR-00004281,2025-07-01 00:00:00,2025-07-01 00:00:00,0,0,Regular,UK,Social,2025-06-01 00:00:00,1,1,120.150,120.150,59.830,1,1,1,120.150,59.830
USR-00004347,2025-11-01 00:00:00,2025-11-01 00:00:00,0,0,VIP,AU,Direct,2025-07-01 00:00:00,1,1,185.090,185.090,106.160,1,1,1,185.090,106.160
USR-00004417,2025-07-01 00:00:00,2025-07-01 00:00:00,0,0,Regular,CA,Organic Search,2025-07-01 00:00:00,1,1,140.710,140.710,51.270,1,1,1,140.710,51.270
USR-00004417,2025-07-01 00:00:00,2025-09-01 00:00:00,2,2,Regular,CA,Organic Search,2025-07-01 00:00:00,1,1,65.520,65.520,28.710,1,1,2,206.230,79.980
USR-00004450,2025-08-01 00:00:00,2025-08-01 00:00:00,0,0,Bargain,US,Organic Search,2025-04-01 00:00:00,1,1,49.270,49.270,25.510,1,1,1,49.270,25.510
USR-00004555,2025-09-01 00:00:00,2025-09-01 00:00:00,0,0,Regular,UK,Organic Search,2025-07-01 00:00:00,1,1,368.040,368.040,131.020,1,1,1,368.040,131.020
USR-00004555,2025-09-01 00:00:00,2025-11-01 00:00:00,2,2,Regular,UK,Organic Search,2025-07-01 00:00:00,1,1,297.660,297.660,136.220,1,1,2,665.700,267.240
USR-00004680,2025-10-01 00:00:00,2025-10-01 00:00:00,0,0,VIP,UK,Paid Search,2025-09-01 00:00:00,1,1,392.600,392.600,177.310,1,1,1,392.600,177.310
USR-00004940,2025-06-01 00:00:00,2025-06-01 00:00:00,0,0,Regular,US,Organic Search,2025-03-01 00:00:00,1,1,176.440,176.440,76.770,1,1,1,176.440,76.770
USR-00004944,2025-11-01 00:00:00,2025-11-01 00:00:00,0,0,Regular,US,Paid Search,2025-06-01 00:00:00,1,1,221.900,221.900,104.390,1,1,1,221.900,104.390
USR-00004990,2025-10-01 00:00:00,2025-10-01 00:00:00,0,0,Regular,US,Direct,2025-04-01 00:00:00,1,1,53.610,53.610,19.890,1,1,1,53.610,19.890
USR-00005080,2025-06-01 00:00:00,2025-06-01 00:00:00,0,0,VIP,US,Paid Search,2025-05-01 00:00:00,2,2,626.520,626.520,317.650,1,1,2,626.520,317.650
USR-00005080,2025-06-01 00:00:00,2025-12-01 00:00:00,6,6,VIP,US,Paid Search,2025-05-01 00:00:00,1,1,147.590,147.590,83.280,1,1,3,774.110,400.930
USR-00005113,2025-10-01 00:00:00,2025-10-01 00:00:00,0,0,Regular,DE,Paid Search,2025-08-01 00:00:00,1,1,653.790,653.790,256.780,1,1,1,653.790,256.780
USR-00005165,2025-06-01 00:00:00,2025-06-01 00:00:00,0,0,Bargain,UK,Organic Search,2025-01-01 00:00:00,1,1,465.450,465.450,226.540,1,1,1,465.450,226.540
USR-00005189,2025-10-01 00:00:00,2025-10-01 00:00:00,0,0,VIP,AU,Paid Search,2025-09-01 00:00:00,1,1,158.790,158.790,76.770,1,1,1,158.790,76.770
USR-00005270,2025-03-01 00:00:00,2025-03-01 00:00:00,0,0,VIP,AU,Email,2025-02-01 00:00:00,1,1,250.360,250.360,152.050,1,1,1,250.360,152.050
USR-00005270,2025-03-01 00:00:00,2025-05-01 00:00:00,2,2,VIP,AU,Email,2025-02-01 00:00:00,1,1,186.060,186.060,107.300,1,1,2,436.420,259.350
USR-00005270,2025-03-01 00:00:00,2025-11-01 00:00:00,8,8,VIP,AU,Email,2025-02-01 00:00:00,1,1,82.800,82.800,51.260,1,1,3,519.220,310.610
USR-00005298,2025-11-01 00:00:00,2025-11-01 00:00:00,0,0,Regular,US,Social,2025-07-01 00:00:00,1,1,57.940,57.940,24.610,1,1,1,57.940,24.610
USR-00005402,2025-12-01 00:00:00,2025-12-01 00:00:00,0,0,VIP,FR,Direct,2025-09-01 00:00:00,1,1,244.490,244.490,137.490,1,1,1,244.490,137.490
USR-00005521,2025-09-01 00:00:00,2025-09-01 00:00:00,0,0,Regular,US,Paid Search,2025-08-01 00:00:00,1,1,66.590,66.590,32.960,1,1,1,66.590,32.960
USR-00005530,2025-11-01 00:00:00,2025-11-01 00:00:00,0,0,VIP,UK,Direct,2025-09-01 00:00:00,1,1,230.880,230.880,118.430,1,1,1,230.880,118.430
USR-00005724,2025-05-01 00:00:00,2025-05-01 00:00:00,0,0,Regular,US,Direct,2025-01-01 00:00:00,1,1,89.840,89.840,35.240,1,1,1,89.840,35.240
USR-00005761,2025-12-01 00:00:00,2025-12-01 00:00:00,0,0,VIP,US,Referral,2025-04-01 00:00:00,1,1,83.280,83.280,49.490,1,1,1,83.280,49.490
USR-00006031,2025-11-01 00:00:00,2025-11-01 00:00:00,0,0,Regular,UK,Social,2025-01-01 00:00:00,1,1,393.460,393.460,190.990,1,1,1,393.460,190.990
USR-00006044,2025-11-01 00:00:00,2025-11-01 00:00:00,0,0,Regular,UK,Email,2025-11-01 00:00:00,1,1,63.350,63.350,31.050,1,1,1,63.350,31.050
USR-00006047,2025-02-01 00:00:00,2025-02-01 00:00:00,0,0,Regular,US,Organic Search,2025-02-01 00:00:00,1,1,1435.870,1435.870,549.370,1,1,1,1435.870,549.370
USR-00006112,2025-07-01 00:00:00,2025-07-01 00:00:00,0,0,VIP,US,Direct,2025-06-01 00:00:00,1,1,244.030,244.030,137.030,1,1,1,244.030,137.030
USR-00006135,2025-08-01 00:00:00,2025-08-01 00:00:00,0,0,VIP,US,Email,2025-06-01 00:00:00,1,1,286.910,286.910,126.420,1,1,1,286.910,126.420
USR-00006135,2025-08-01 00:00:00,2025-11-01 00:00:00,3,3,VIP,US,Email,2025-06-01 00:00:00,1,1,81.830,81.830,49.500,1,1,2,368.740,175.920
USR-00006135,2025-08-01 00:00:00,2025-12-01 00:00:00,4,4,VIP,US,Email,2025-06-01 00:00:00,2,2,265.100,265.100,152.520,1,1,4,633.840,328.440
USR-00006272,2025-08-01 00:00:00,2025-08-01 00:00:00,0,0,VIP,US,Direct,2025-04-01 00:00:00,1,1,118.850,118.850,69.810,1,1,1,118.850,69.810
USR-00006315,2025-09-01 00:00:00,2025-09-01 00:00:00,0,0,VIP,CA,Social,2025-08-01 00:00:00,1,1,137.360,137.360,68.050,1,1,1,137.360,68.050
USR-00006315,2025-09-01 00:00:00,2025-12-01 00:00:00,3,3,VIP,CA,Social,2025-08-01 00:00:00,2,2,682.410,682.410,337.680,1,1,3,819.770,405.730
USR-00006340,2025-05-01 00:00:00,2025-05-01 00:00:00,0,0,VIP,DE,Referral,2025-05-01 00:00:00,1,1,364.850,364.850,166.740,1,1,1,364.850,166.740
USR-00006340,2025-05-01 00:00:00,2025-07-01 00:00:00,2,2,VIP,DE,Referral,2025-05-01 00:00:00,1,1,197.750,197.750,109.320,1,1,2,562.600,276.060
USR-00006403,2025-11-01 00:00:00,2025-11-01 00:00:00,0,0,Regular,US,Social,2025-06-01 00:00:00,1,1,102.820,102.820,47.900,1,1,1,102.820,47.900
USR-00006409,2025-12-01 00:00:00,2025-12-01 00:00:00,0,0,Regular,UK,Direct,2025-10-01 00:00:00,1,1,140.700,140.700,76.190,1,1,1,140.700,76.190
USR-00006490,2025-11-01 00:00:00,2025-11-01 00:00:00,0,0,VIP,DE,Email,2025-11-01 00:00:00,1,1,377.500,377.500,186.920,1,1,1,377.500,186.920
USR-00006585,2025-09-01 00:00:00,2025-09-01 00:00:00,0,0,VIP,UK,Paid Search,2025-04-01 00:00:00,2,2,255.850,255.850,141.460,1,1,2,255.850,141.460
USR-00006617,2025-09-01 00:00:00,2025-09-01 00:00:00,0,0,VIP,UK,Paid Search,2025-03-01 00:00:00,2,2,748.180,748.180,318.040,1,1,2,748.180,318.040
USR-00006624,2025-10-01 00:00:00,2025-10-01 00:00:00,0,0,VIP,US,Social,2025-10-01 00:00:00,1,1,394.530,394.530,222.910,1,1,1,394.530,222.910
USR-00006717,2025-08-01 00:00:00,2025-08-01 00:00:00,0,0,Regular,US,Direct,2025-08-01 00:00:00,1,1,365.870,365.870,137.630,1,1,1,365.870,137.630
USR-00006792,2025-11-01 00:00:00,2025-11-01 00:00:00,0,0,Regular,CA,Direct,2025-05-01 00:00:00,1,1,352.880,352.880,139.830,1,1,1,352.880,139.830
